UNITTYPE,DIAM,OWN,BOTNAME,LONGITUDE,LATITUDE
MULTI,11,MISS,RUSSIAN OLIVE,-79.6420169667314,43.5292105281755
DECID,31,MISS,NORWAY SCHWENDLER MAPLE,-79.6397636830441,43.5292105710582
DECID,7,MISS,IVORY SILK JAPANESE LILAC,-79.669916918571,43.5292116113483
DECID,44,MISS,HONEY LOCUST,-79.6369829372484,43.5292119351696
DECID,19,MISS,SIBERIAN ELM,-79.6430847837296,43.5292124030404
MULTI,4,MISS,NORWAY MAPLE,-79.6486554564602,43.5292141908876
DECID,6,MISS,FLOWERING CRAB APPLE,-79.6512618811833,43.529216338849
DECID,24,MISS,NORWAY MAPLE,-79.6379503153936,43.5292171624735
DECID,4,MISS,IVORY SILK JAPANESE LILAC,-79.6699312059537,43.529220331501
MULTI,24,MISS,WHITE BIRCH,-79.6333125899637,43.5292218683822
DECID,6,MISS,CHANTICLEER PEAR,-79.6611302663531,43.529222042271
DECID,16,MISS,NORWAY MAPLE,-79.6486670289296,43.5292224313957
DECID,6,MISS,COLUMNAR RED MAPLE,-79.6400488909903,43.5292234186906
MULTI,14,MISS,RUSSIAN OLIVE,-79.6420030647076,43.5292234190042
DECID,35,MISS,NORWAY MAPLE,-79.6376242325238,43.5292279535188
MULTI,10,MISS,EASTERN WHITE CEDAR,-79.6346601030848,43.5292285161167
DECID,31,MISS,LINDEN,-79.6626057935244,43.5292320206744
DECID,19,MISS,NORWAY MAPLE,-79.6486825595328,43.5292363012466
DECID,11,MISS,NORWAY MAPLE,-79.6312552432044,43.5292366915793
MULTI,7,MISS,NORWAY MAPLE,-79.6486859854959,43.5292380525274
DECID,20,MISS,HONEY LOCUST,-79.6394811992465,43.5292416952395
MULTI,13,MISS,RUSSIAN OLIVE,-79.6419876785456,43.5292417847138
DECID,37,MISS,HONEY LOCUST,-79.6368266944342,43.5292478894428
DECID,20,MISS,NORWAY MAPLE,-79.648698746932,43.5292484680759
DECID,11,MISS,NORWAY MAPLE,-79.6400771592888,43.5292486063492
DECID,21,MISS,NORWAY MAPLE,-79.6514660331414,43.5292514322729
DECID,4,MISS,ORNAMENTAL PEAR,-79.6403810140379,43.5292522206509
DECID,27,MISS,HONEY LOCUST,-79.6680482287632,43.5292522523798
DECID,8,MISS,CHOKE CHERRY,-79.6720290355879,43.5292551650995
MULTI,15,MISS,RUSSIAN OLIVE,-79.6419753081014,43.5292581152991
DECID,17,MISS,NORWAY MAPLE,-79.6487161815858,43.5292601994402
MULTI,15,MISS,RUSSIAN OLIVE,-79.6419617014786,43.5292633561298
CONFIR,46,MISS,AUSTRIAN PINE,-79.6346462575801,43.529266258091
DECID,4,MISS,SERVICEBERRY,-79.6699880607535,43.5292686248123
DECID,43,MISS,HONEY LOCUST,-79.6683093061227,43.5292709611742
MULTI,11,MISS,CHINESE ELM,-79.6487323971374,43.5292711060206
DECID,5,MISS,NORWAY MAPLE,-79.6487405244579,43.5292729128717
MULTI,14,MISS,RUSSIAN OLIVE,-79.6419448523834,43.5292752214878
MULTI,6,MISS,NORWAY MAPLE,-79.6487351462163,43.5292754604942
DECID,17,PEEL,NORWAY MAPLE,-79.6548013692925,43.5292755119259
DECID,42,MISS,HONEY LOCUST,-79.6680794821615,43.5292772878243
DECID,60,MISS,TREMBLING POPLAR,-79.6487397711929,43.5292789367292
MULTI,40,MISS,TREMBLING POPLAR,-79.6487420836814,43.5292806748468
DECID,6,MISS,OHIO BUCKEYE,-79.6394061527246,43.5292810772037
DECID,8,MISS,NORWAY MAPLE,-79.648747955907,43.5292837156184
DECID,6,MISS,AUTUMN BLAZE MAPLE,-79.6811063973711,43.5292851803859
DECID,28,MISS,NORWAY MAPLE,-79.6250755329417,43.5292862491335
MULTI,14,MISS,RUSSIAN OLIVE,-79.6419310982894,43.5292870335706
DECID,8,MISS,CHOKE CHERRY,-79.6487525808849,43.529287191853
DECID,25,MISS,FLOWERING CRAB APPLE,-79.6614408635596,43.5292901490691
DECID,23,MISS,SILVER MAPLE,-79.6636229577185,43.5292917278696
DECID,22,MISS,NORWAY MAPLE,-79.6629085197547,43.5292923778969
DECID,22,MISS,NORWAY MAPLE,-79.6487571495858,43.5292931885762
DECID,74,MISS,HONEY LOCUST,-79.6371137680237,43.5292932715177
DECID,10,MISS,NORWAY MAPLE,-79.6487547888584,43.529293610878
DECID,20,MISS,NORWAY SCHWENDLER MAPLE,-79.6380033766615,43.5292954101833
MULTI,10,MISS,RUSSIAN OLIVE,-79.6419159322788,43.5292955873948
DECID,15,MISS,FRUIT TREE,-79.6487624012041,43.5292963120526
DECID,21,MISS,SILVER MAPLE,-79.6742431146813,43.5292993220865
DECID,8,MISS,BASSWOOD LINDEN,-79.6487698335535,43.5293015322532
DECID,33,MISS,NORWAY MAPLE,-79.6416346152131,43.5293023295956
DECID,22,MISS,HONEY LOCUST,-79.6777223202414,43.5293038717242
DECID,10,MISS,CHOKE CHERRY,-79.6487727465541,43.5293040878391
DECID,51,MISS,NORWAY MAPLE,-79.6311882444621,43.5293045007387
DECID,33,MISS,HONEY LOCUST,-79.6567089613644,43.5293057768255
DECID,5,MISS,NORWAY MAPLE,-79.6487787224047,43.5293080302461
MULTI,11,MISS,RUSSIAN OLIVE,-79.6419095266049,43.5293108182989
DECID,28,MISS,NORWAY SCHWENDLER MAPLE,-79.6249873265601,43.5293122005525
DECID,14,MISS,NORWAY MAPLE,-79.6401439167924,43.5293122492439
DECID,8,MISS,FLOWERING CRAB APPLE,-79.6512827404736,43.5293131991798
DECID,27,MISS,ENGLISH OAK,-79.6638582321556,43.5293132065919
DECID,4,MISS,SERVICEBERRY,-79.6700549845234,43.529314874246
DECID,15,MISS,RUSSIAN OLIVE,-79.6748859164088,43.5293148786818
DECID,18,MISS,WHITE ELM,-79.6487951874302,43.5293188497251
MULTI,20,MISS,FLOWERING CRAB APPLE,-79.6245977741054,43.5293221909773
MULTI,15,MISS,RUSSIAN OLIVE,-79.6418897082158,43.529322648373
DECID,27,MISS,FLOWERING CRAB APPLE,-79.6612679917119,43.5293232408282
DECID,27,MISS,HONEY LOCUST,-79.6684995852254,43.5293239608642
DECID,23,MISS,NORWAY MAPLE,-79.6379969765013,43.5293268483472
DECID,63,MISS,IVORY SILK JAPANESE LILAC,-79.6405014685505,43.529326863491
DECID,4,MISS,EASTERN WHITE CEDAR,-79.6626740938376,43.5293277231694
DECID,41,MISS,NORWAY MAPLE,-79.6313999823922,43.529331977289
DECID,15,MISS,NORWAY MAPLE,-79.651476731598,43.5293322354097
MULTI,5,MISS,BASSWOOD LINDEN,-79.648815790606,43.5293327795147
MULTI,15,MISS,RUSSIAN OLIVE,-79.6418820406033,43.5293334522645
DECID,31,MISS,NORWAY SCHWENDLER MAPLE,-79.6395619155464,43.5293339576194
DECID,19,PEEL,NORWAY MAPLE,-79.6549011741687,43.5293340425788
DECID,22,MISS,HONEY LOCUST,-79.6627539421976,43.5293376613654
DECID,17,MISS,IVORY SILK JAPANESE LILAC,-79.6635356191453,43.5293407697692
MULTI,15,MISS,RUSSIAN OLIVE,-79.6418683834516,43.5293409435137
DECID,30,MISS,HONEY LOCUST,-79.6564719359584,43.5293409887826
MULTI,10,MISS,FLOWERING CRAB APPLE,-79.6245229975782,43.5293507347309
DECID,6,MISS,AUTUMN BLAZE MAPLE,-79.6810277049522,43.5293514174316
MULTI,5,MISS,STAGHORN SUMAC,-79.6488387616722,43.5293515094722
MULTI,14,MISS,RUSSIAN OLIVE,-79.6418530452146,43.5293516562721
DECID,35,MISS,SHAGBARK HICKORY,-79.6588478616701,43.5293578125445
DECID,5,MISS,FLOWERING CRAB APPLE,-79.6581628631004,43.5293590484004
DECID,24,MISS,HONEY LOCUST,-79.6686375357621,43.5293592429805
DECID,4,MISS,STAGHORN SUMAC,-79.6488507033432,43.5293598443666
DECID,18,MISS,NORWAY MAPLE,-79.6369826748444,43.5293609502127
MULTI,16,MISS,RUSSIAN OLIVE,-79.6418392405802,43.5293657187731
CONFIR,15,MISS,WHITE SPRUCE,-79.6360063989843,43.5293660533267
DECID,26,MISS,FLOWERING CRAB APPLE,-79.6615551054072,43.5293676615822
DECID,6,MISS,COLUMNAR RED MAPLE,-79.6402232284322,43.5293679377221
DECID,5,MISS,FLOWERING CRAB APPLE,-79.6581863300271,43.5293722897878
DECID,55,MISS,NORWAY MAPLE,-79.6310503926994,43.529375243133
MULTI,15,MISS,RUSSIAN OLIVE,-79.6418284314751,43.5293786463263
DECID,44,MISS,NORWAY MAPLE,-79.6313325777658,43.5293794323663
CONFIR,20,MISS,WHITE PINE,-79.6347739994786,43.5293801551299
DECID,15,PEEL,NORWAY MAPLE,-79.654977971887,43.5293809572551
DECID,38,MISS,NORWAY MAPLE,-79.6378831945593,43.5293841995078
DECID,6,MISS,SKYLINE LOCUST,-79.6776769115938,43.5293884354852
DECID,4,MISS,FLOWERING CRAB APPLE,-79.6582057421048,43.5293898055556
MULTI,14,MISS,RUSSIAN OLIVE,-79.6418146753147,43.5293905484115
MULTI,34,MISS,SILVER MAPLE,-79.6636957380062,43.5293919841887
MULTI,20,MISS,FLOWERING CRAB APPLE,-79.6683014297606,43.5293926952352
MULTI,10,MISS,EASTERN WHITE CEDAR,-79.6345260694621,43.5293934913929
DECID,8,MISS,HONEY LOCUST,-79.6613743070339,43.529395438304
DECID,6,MISS,FLOWERING CRAB APPLE,-79.6581521351469,43.5293963796286
DECID,35,MISS,NORWAY MAPLE,-79.6374935940295,43.5293963943137
DECID,6,MISS,OHIO BUCKEYE,-79.6392230760697,43.5293969431464
DECID,6,MISS,COLUMNAR RED MAPLE,-79.6402646664508,43.529401835899
DECID,28,MISS,NORWAY MAPLE,-79.6377212664407,43.5294033395991
MULTI,16,MISS,RUSSIAN OLIVE,-79.641809802728,43.5294036365354
DECID,18,MISS,FLOWERING CRAB APPLE,-79.6362333630745,43.5294044174996
DECID,5,MISS,CHOKE CHERRY,-79.6345370841957,43.5294044279027
DECID,27,MISS,SILVER MAPLE,-79.6809671945053,43.5294080788508
DECID,26,MISS,LINDEN,-79.6630630378184,43.5294122291603
DECID,56,MISS,CHINESE ELM,-79.666906675753,43.5294122754014
CONFIR,8,MISS,COLORADO BLUE SPRUCE,-79.6580943455634,43.5294129891966
MULTI,13,MISS,RUSSIAN OLIVE,-79.6417975817021,43.5294133058274
DECID,5,MISS,FLOWERING CRAB APPLE,-79.6581774538768,43.5294154053929
DECID,39,MISS,HONEY LOCUST,-79.6372781743307,43.5294168771163
DECID,29,MISS,FLOWERING CRAB APPLE,-79.6616229268805,43.5294177982289
DECID,12,MISS,CHOKE CHERRY,-79.6345309950128,43.5294220032416
MULTI,13,MISS,RUSSIAN OLIVE,-79.6417868210666,43.5294240729637
DECID,22,MISS,NORWAY MAPLE,-79.6514986492296,43.529426046783
DECID,16,MISS,NORWAY MAPLE,-79.6415105592856,43.5294261027374
DECID,6,MISS,GREENSPIRE LINDEN,-79.6630861128251,43.529426455413
DECID,21,PEEL,HONEY LOCUST,-79.6550411444673,43.5294284319075
DECID,46,MISS,HONEY LOCUST,-79.6567298685896,43.5294287486914
MULTI,15,MISS,RUSSIAN OLIVE,-79.6417731638827,43.5294315642009
CONFIR,35,MISS,WHITE SPRUCE,-79.63449177966,43.5294323397613
DECID,30,MISS,NORWAY MAPLE,-79.6633517937295,43.5294328036786
DECID,5,MISS,FLOWERING CRAB APPLE,-79.658194886435,43.5294328979274
DECID,27,MISS,NORWAY MAPLE,-79.6403113331046,43.5294343555917
DECID,34,MISS,NORWAY MAPLE,-79.6312592437422,43.5294373512266
CONFIR,6,MISS,COLORADO BLUE SPRUCE,-79.658054180095,43.5294384495816
DECID,32,MISS,HONEY LOCUST,-79.639151210847,43.5294392774713
DECID,4,MISS,EASTERN WHITE CEDAR,-79.6628215828914,43.5294408294779
MULTI,16,MISS,RUSSIAN OLIVE,-79.6417564889316,43.5294411805699
DECID,27,MISS,HONEY LOCUST,-79.6628903398907,43.5294430743768
DECID,10,MISS,NORWAY SCHWENDLER MAPLE,-79.6601291239369,43.529444960038
MULTI,6,MISS,JUNIPER,-79.6567192319749,43.5294507738481
CONFIR,8,MISS,COLORADO BLUE SPRUCE,-79.6581112990537,43.5294520860155
DECID,29,MISS,HONEY LOCUST,-79.6686693975885,43.5294522664943
MULTI,4,MISS,SHRUB / HEDGE,-79.6567056924794,43.5294530458642
MULTI,6,MISS,JUNIPER,-79.6567259826606,43.5294532842852
DECID,43,MISS,NORWAY MAPLE,-79.6309622263942,43.5294542339002
MULTI,17,MISS,RUSSIAN OLIVE,-79.6417351130984,43.5294562335952
DECID,51,MISS,HONEY LOCUST,-79.6565452564709,43.5294609750175
DECID,12,MISS,BUR OAK,-79.6512888370586,43.5294616590351
CONFIR,8,MISS,COLORADO BLUE SPRUCE,-79.6580278393736,43.5294655129027
DECID,33,MISS,SILVER MAPLE,-79.6395850659641,43.5294656932671
DECID,11,MISS,IVORY SILK JAPANESE LILAC,-79.6586218265749,43.5294667215852
DECID,22,MISS,NORWAY MAPLE,-79.6705326746545,43.5294667476545
DECID,60,MISS,BLACK LOCUST,-79.6358887753426,43.5294674768416
DECID,20,MISS,DEADOO,-79.674677378093,43.5294681425518
DECID,6,MISS,SHRUB / HEDGE,-79.6601300844243,43.5294686521402
MULTI,17,MISS,RUSSIAN OLIVE,-79.6417197995292,43.5294713586473
DECID,21,MISS,FLOWERING CRAB APPLE,-79.6635358077827,43.5294723222284
DECID,20,PEEL,HONEY LOCUST,-79.6551117723892,43.5294745535745
DECID,6,MISS,TURKISH HAZEL,-79.6390946169841,43.5294756198373
DECID,31,MISS,NORWAY MAPLE,-79.6375983515435,43.5294815612362
MULTI,15,MISS,RUSSIAN OLIVE,-79.6417059216267,43.5294831692314
DECID,19,MISS,FLOWERING CRAB APPLE,-79.6615001932524,43.5294836220481
DECID,4,MISS,EASTERN WHITE CEDAR,-79.6628884411923,43.529484201015
DECID,46,MISS,HONEY LOCUST,-79.6371529709516,43.5294867872038
DECID,28,MISS,NORWAY MAPLE,-79.6403729854774,43.5294883932634
DECID,20,MISS,HONEY LOCUST,-79.6669942911945,43.5294910026819
CONFIR,8,MISS,COLORADO BLUE SPRUCE,-79.6580094486959,43.5294912288857
DECID,35,MISS,HONEY LOCUST,-79.6629601580195,43.5294925132548
DECID,49,MISS,BUR OAK,-79.6589835623165,43.5294943762985
DECID,4,MISS,ACCOLADE ELM,-79.6701007640167,43.5294954893364
DECID,4,MISS,EASTERN WHITE CEDAR,-79.6629065613765,43.529498639473
DECID,39,MISS,NORWAY MAPLE,-79.6311741862954,43.5294992715567
CONFIR,7,MISS,COLORADO GREEN SPRUCE,-79.6580586815005,43.5295033321084
DECID,10,MISS,ENGLISH OAK,-79.6394510550666,43.5295036264792
MULTI,15,MISS,RUSSIAN OLIVE,-79.6416889516665,43.5295059280999
DECID,16,MISS,NORWAY MAPLE,-79.6515041514955,43.5295067886195
DECID,7,PEEL,HONEY LOCUST,-79.6551586506594,43.5295090506105
DECID,10,MISS,IVORY SILK JAPANESE LILAC,-79.6587000501839,43.5295108592161
CONFIR,7,MISS,COLORADO BLUE SPRUCE,-79.6579793085623,43.5295110442947
MULTI,15,MISS,RUSSIAN OLIVE,-79.6416753429432,43.5295112589124
DECID,29,MISS,NORWAY MAPLE,-79.6414187583029,43.5295132521457
DECID,20,MISS,SUGAR MAPLE,-79.6634599084099,43.5295133040492
DECID,25,MISS,NORWAY MAPLE,-79.6404300827948,43.5295138336693
DECID,32,MISS,NORWAY MAPLE,-79.6392622226775,43.5295139846735
DECID,31,MISS,RED OAK,-79.624461981752,43.52951432568
MULTI,14,MISS,RUSSIAN OLIVE,-79.641664606514,43.5295209458301
DECID,8,MISS,STAGHORN SUMAC,-79.6490792213013,43.529522998522
DECID,16,MISS,RUSSIAN OLIVE,-79.6746181279248,43.5295290438493
DECID,23,MISS,NORTHERN CATALPA,-79.661789327545,43.529531847604
DECID,52,MISS,NORWAY MAPLE,-79.6308661418126,43.529533129763
DECID,29,MISS,NORWAY SCHWENDLER MAPLE,-79.6390031299572,43.5295339508665
MULTI,14,MISS,RUSSIAN OLIVE,-79.6416537710771,43.5295350435891
CONFIR,5,MISS,COLORADO BLUE SPRUCE,-79.6600435834007,43.5295356193874
DECID,10,MISS,STAGHORN SUMAC,-79.6490945941951,43.5295383971532
CONFIR,8,MISS,COLORADO GREEN SPRUCE,-79.6579529358353,43.5295395478821
DECID,6,PEEL,HONEY LOCUST,-79.6552165561303,43.5295429570185
CONFIR,7,MISS,COLORADO BLUE SPRUCE,-79.6580023283617,43.5295444497059
MULTI,35,MISS,WHITE BIRCH,-79.6343402253793,43.5295456019702
CONFIR,21,MISS,WHITE SPRUCE,-79.6308133833451,43.5295458239685
DECID,8,MISS,ENGLISH OAK,-79.6513056945945,43.529549287941
MULTI,16,MISS,RUSSIAN OLIVE,-79.6416399421079,43.5295501862707
DECID,9,MISS,IVORY SILK JAPANESE LILAC,-79.6587763582137,43.5295520929994
DECID,41,MISS,LINDEN,-79.6407723878313,43.5295522099132
CONFIR,40,MISS,COLORADO BLUE SPRUCE,-79.6238847638165,43.5295539299446
DECID,7,MISS,STAGHORN SUMAC,-79.6491140157113,43.529555374326
DECID,18,MISS,WHITE MULBERRY,-79.6328559071674,43.5295589857554
DECID,14,MISS,STAGHORN SUMAC,-79.6491223443068,43.5295592544763
DECID,6,MISS,GREENSPIRE LINDEN,-79.6397324090971,43.5295613595899
CONFIR,8,MISS,AUSTRIAN PINE,-79.6404787464111,43.5295621342523
MULTI,15,MISS,RUSSIAN OLIVE,-79.6416245552843,43.5295630594094
DECID,15,MISS,JAPANESE MAPLE,-79.6343566226389,43.5295647965463
DECID,74,MISS,BLACK LOCUST,-79.635794258558,43.5295649440489
DECID,15,MISS,NORWAY SCHWENDLER MAPLE,-79.6618275552269,43.5295659705197
DECID,6,MISS,IVORY SILK JAPANESE LILAC,-79.6704001434414,43.5295677632728
DECID,4,MISS,EASTERN WHITE CEDAR,-79.6630045737653,43.5295714586481
MULTI,15,MISS,RUSSIAN OLIVE,-79.6416093891612,43.5295716131909
DECID,20,MISS,RUSSIAN OLIVE,-79.6745548120506,43.5295721598475
DECID,14,MISS,STAGHORN SUMAC,-79.6491429637148,43.5295724640687
DECID,32,MISS,NORWAY MAPLE,-79.6413567087437,43.5295760837898
CONFIR,6,MISS,AUSTRIAN PINE,-79.6405124276635,43.5295777517686
CONFIR,31,MISS,WHITE SPRUCE,-79.630739365422,43.5295792431019
MULTI,9,MISS,RUSSIAN OLIVE,-79.6415956571605,43.529582435042
DECID,4,MISS,COLUMNAR NORWAY MAPLE,-79.6580737509826,43.5295827452867
DECID,50,MISS,SILVER MAPLE,-79.6805199270793,43.5295851607864
DECID,35,MISS,SHAGBARK HICKORY,-79.659111045643,43.5295885241252
DECID,14,MISS,NORWAY MAPLE,-79.6515231968503,43.5295906615698
MULTI,10,MISS,STAGHORN SUMAC,-79.6491634645814,43.529590984688
MULTI,12,MISS,RUSSIAN OLIVE,-79.6415879142361,43.5295910770295
DECID,19,PEEL,HONEY LOCUST,-79.6552766000421,43.5295920154772
DECID,16,MISS,FLOWERING CRAB APPLE,-79.6633148579061,43.5295922850422
DECID,5,MISS,NORWAY MAPLE,-79.6582873811371,43.5295924561221
DECID,9,MISS,HONEY LOCUST,-79.6669067748353,43.5295931694214
DECID,6,MISS,REDMAN LINDEN,-79.6616556384167,43.5295950221869
DECID,12,MISS,RED OAK,-79.6618802762435,43.529599452702
MULTI,15,MISS,RUSSIAN OLIVE,-79.6415727481008,43.5295996308061
CONFIR,40,MISS,NORWAY SPRUCE,-79.6328796705231,43.5296013477816
DECID,6,MISS,NORTHERN CATALPA,-79.6699778879683,43.5296015804847
DECID,10,MISS,IVORY SILK JAPANESE LILAC,-79.6588384943595,43.529601804426
DECID,19,MISS,COMMON APPLE,-79.6491841201767,43.5296025739588
DECID,0,MISS,GREENSPIRE LINDEN,-79.6704540412527,43.5296042265541
DECID,15,MISS,NORWAY MAPLE,-79.6671539540061,43.5296080270919
DECID,6,MISS,IVORY SILK JAPANESE LILAC,-79.6773702656483,43.5296143132063
DECID,12,MISS,RUSSIAN OLIVE,-79.6415648334171,43.5296159242526
DECID,6,MISS,RED OAK,-79.6395982630623,43.5296163091511
MULTI,17,MISS,COMMON APPLE,-79.6491994931173,43.5296179725764
DECID,20,MISS,FLOWERING CRAB APPLE,-79.6241731203975,43.5296187188107
CONFIR,36,MISS,AUSTRIAN PINE,-79.6328717897902,43.5296215127996
DECID,36,MISS,NORWAY MAPLE,-79.6390867623113,43.5296230968527
DECID,20,PEEL,HONEY LOCUST,-79.655338095565,43.5296258740123
MULTI,9,MISS,RUSSIAN OLIVE,-79.641551103419,43.5296266560807
MULTI,40,MISS,WHITE BIRCH,-79.6342508601864,43.5296285427676
CONFIR,38,MISS,COLORADO GREEN SPRUCE,-79.6329088769195,43.5296287094152
CONFIR,4,MISS,AUSTRIAN PINE,-79.6405688820927,43.529631817559
DECID,23,MISS,SUGAR MAPLE,-79.6345149878177,43.529632328325
CONFIR,40,MISS,COLORADO BLUE SPRUCE,-79.6235862558858,43.5296362354219
DECID,6,MISS,COLUMNAR NORWAY MAPLE,-79.6580109809109,43.5296370109399
DECID,23,MISS,NORWAY MAPLE,-79.6632162019051,43.5296382230002
DECID,12,MISS,ENGLISH OAK,-79.6513183095615,43.5296384875321
DECID,6,MISS,COLUMNAR NORWAY MAPLE,-79.6582368389436,43.529639404675
MULTI,9,MISS,RUSSIAN OLIVE,-79.6415373228991,43.5296396383367
DECID,20,MISS,NORWAY MAPLE,-79.6375773465071,43.5296450057798
DECID,8,MISS,SHRUB / HEDGE,-79.6359972638491,43.529645072005
DECID,42,MISS,FLOWERING CRAB APPLE,-79.6619427782309,43.5296495268909
CONFIR,4,MISS,AUSTRIAN PINE,-79.6405998803565,43.5296511848738
MULTI,11,MISS,RUSSIAN OLIVE,-79.641525002768,43.5296537184399
DECID,6,MISS,IVORY SILK JAPANESE LILAC,-79.6773283105017,43.5296540762303
DECID,10,MISS,NORWAY SCHWENDLER MAPLE,-79.6604061533618,43.5296542210214
CONFIR,8,MISS,COLORADO BLUE SPRUCE,-79.6578067683315,43.5296574065705
CONFIR,20,MISS,SILVER FIR,-79.6342260623782,43.5296580501324
DECID,6,MISS,LONDON PLANE,-79.6699160896012,43.5296603673106
DECID,35,MISS,NORWAY MAPLE,-79.6412306125451,43.5296639059356
DECID,13,PEEL,DEADOO,-79.6553838823096,43.5296649502184
CONFIR,8,MISS,COLORADO BLUE SPRUCE,-79.6578560651128,43.5296666293121
MULTI,12,MISS,RUSSIAN OLIVE,-79.6415186474736,43.5296666988898
DECID,20,MISS,RED OAK,-79.6239360169419,43.5296673684858
DECID,14,MISS,HAWTHORN SPP,-79.6713046730407,43.529668411406
DECID,26,MISS,MISC POPLAR,-79.6306586912994,43.5296716494653
DECID,40,MISS,EASTERN RED JUNIPER,-79.6342107570628,43.5296727240678
DECID,11,MISS,LINDEN,-79.6700922872912,43.5296728620296
DECID,42,MISS,NORWAY MAPLE,-79.673820210335,43.529673940717
CONFIR,9,MISS,COLORADO GREEN SPRUCE,-79.6577786714755,43.5296743645967
DECID,50,MISS,NORWAY MAPLE,-79.6398789769079,43.5296750247355
MULTI,7,MISS,ENGLISH OAK COLUMNAR,-79.6589675160526,43.5296767916776
DECID,52,MISS,NORWAY MAPLE,-79.6309451834501,43.5296769717437
CONFIR,30,MISS,COLORADO BLUE SPRUCE,-79.6234537389779,43.5296787599453
MULTI,9,MISS,RUSSIAN OLIVE,-79.6415048184401,43.5296818415539
CONFIR,15,MISS,WHITE SPRUCE,-79.6306322040315,43.529682767411
DECID,10,MISS,SUGAR MAPLE,-79.6376312567487,43.5296855365177
DECID,38,MISS,HONEY LOCUST,-79.6628654258097,43.5296857142257
DECID,32,MISS,NORWAY MAPLE,-79.6371801571134,43.529686372455
DECID,6,MISS,COLUMNAR NORWAY MAPLE,-79.6579602260974,43.5296874211474
MULTI,11,MISS,RUSSIAN OLIVE,-79.6414910884162,43.5296925733745
DECID,7,MISS,NORWAY SCHWENDLER MAPLE,-79.6705812785843,43.5296934965177
DECID,17,PEEL,NORWAY MAPLE,-79.6554329321408,43.529696411282
DECID,27,MISS,FLOWERING CRAB APPLE,-79.6620095545167,43.529696589671
DECID,6,MISS,IVORY SILK JAPANESE LILAC,-79.6772807169724,43.5296970154846
DECID,16,MISS,HONEY LOCUST,-79.6806695794561,43.5296970985311
DECID,7,MISS,COLUMNAR NORWAY MAPLE,-79.6581721844205,43.5296977128351
DECID,4,MISS,NORWAY MAPLE,-79.6406669805647,43.5296996145738
DECID,45,MISS,BUR OAK,-79.6409996256698,43.5296997878461
CONFIR,9,MISS,COLORADO BLUE SPRUCE,-79.6577523624722,43.5296999875658
DECID,11,MISS,NORWAY MAPLE,-79.6602975455959,43.5297023809102
MULTI,7,MISS,ENGLISH OAK COLUMNAR,-79.6590064366146,43.5297075020956
MULTI,12,MISS,RUSSIAN OLIVE,-79.6414786692458,43.529711064314
DECID,17,MISS,FLOWERING CRAB APPLE,-79.6618247797183,43.5297138757788
DECID,6,MISS,GREENSPIRE LINDEN,-79.63973841491,43.5297181027274
CONFIR,9,MISS,COLORADO GREEN SPRUCE,-79.6577281288229,43.529721312918
MULTI,8,MISS,RUSSIAN OLIVE,-79.6414648154903,43.5297217946609
DECID,9,MISS,ENGLISH OAK,-79.6513321584173,43.5297222992049
DECID,7,MISS,COLUMNAR NORWAY MAPLE,-79.6700273875681,43.5297259516667
DECID,32,MISS,SILVER MAPLE,-79.6803640878295,43.5297285985116
DECID,6,MISS,LONDON PLANE,-79.6698402133039,43.5297286361401
DECID,41,MISS,NORWAY SCHWENDLER MAPLE,-79.6389083785932,43.5297301030058
MULTI,9,MISS,ENGLISH OAK COLUMNAR,-79.6590355871688,43.5297323352572
DECID,6,MISS,GLENLEVEN LINDEN,-79.6670859730819,43.5297334722916
MULTI,16,MISS,EASTERN WHITE CEDAR,-79.6344063988433,43.5297335880992
DECID,12,PEEL,NORWAY MAPLE,-79.655490225065,43.5297356227781
DECID,10,MISS,AMUR MAPLE,-79.6743840062309,43.5297372058536
MULTI,8,MISS,RUSSIAN OLIVE,-79.6414539314708,43.5297380528116
DECID,50,MISS,NORWAY MAPLE,-79.6308457738393,43.5297387199423
DECID,22,MISS,SUGAR MAPLE,-79.6377193567289,43.5297410613398
DECID,26,MISS,RED OAK,-79.6236882776727,43.5297429019652
DECID,35,MISS,NORWAY MAPLE,-79.6386580870175,43.5297438703208
DECID,9,MISS,NORWAY MAPLE,-79.6599370867534,43.5297455177301
MULTI,11,MISS,RUSSIAN OLIVE,-79.641440225675,43.5297477044194
CONFIR,7,MISS,COLORADO BLUE SPRUCE,-79.6577017878313,43.5297483761592
DECID,7,MISS,COLUMNAR NORWAY MAPLE,-79.6581036984375,43.5297502133441
DECID,26,MISS,NORWAY MAPLE,-79.6407390664764,43.5297519752874
DECID,6,MISS,COLUMNAR NORWAY MAPLE,-79.6578917917707,43.529752047676
